Model,Location,mAP50,mAP50-95,Precision,Recall,FPS (avg),Latency ms,GPU Util %,CPU Util %,RAM (GB),Power (W),Temp (?C),Params (M),Model Size (MB),GFLOPs,Reduction vs Baseline (%),Validation2 Location,Validation2 mAP50,Validation2 mAP50-95,Validation2 Precision,Validation2 Recall
26m_DS3_from_26l_768_fp16.engine,research/object/26m/distilled_quantized_input/FP16/768/26m_DS3_from_26l_768_fp16.engine_benchmark.json,0.971925,0.827953,0.966875,0.960353,33.54,29.81,45.36,9.98,4.38,11.29,55.81,,,,,,,,,
26m_DS3_from_26x_768_fp16.engine,research/object/26m/distilled_quantized_input/FP16/768/26m_DS3_from_26x_768_fp16.engine_benchmark.json,0.972542,0.824698,0.965660,0.937587,33.40,29.94,53.61,9.93,4.38,11.28,55.35,,,,,,,,,
26m_DS3_from_26l_960_fp16.engine,research/object/26m/distilled_quantized_input/FP16/960/26m_DS3_from_26l_960_fp16.engine_benchmark.json,0.979698,0.883775,0.997542,0.975604,23.55,42.47,60.08,8.45,4.39,12.49,56.89,,,,,,,,,
26m_DS3_from_26x_960_fp16.engine,research/object/26m/distilled_quantized_input/FP16/960/26m_DS3_from_26x_960_fp16.engine_benchmark.json,0.984683,0.879653,0.981204,0.972901,23.48,42.60,42.60,8.59,4.39,12.50,56.12,,,,,,,,,
26n_DS3_from_26l_640_fp16.engine,research/object/26n/distilled_quantized_input/FP16/640/26n_DS3_from_26l_640_fp16.engine_benchmark.json,0.920360,0.653461,0.984098,0.872367,93.98,10.64,23.15,15.18,4.38,7.38,49.59,,,,,,,,,
26n_DS3_from_26m_640_fp16.engine,research/object/26n/distilled_quantized_input/FP16/640/26n_DS3_from_26m_640_fp16.engine_benchmark.json,0.919403,0.670063,0.932827,0.909163,95.51,10.47,23.48,15.11,4.36,7.38,48.85,,,,,,,,,
26n_DS3_from_26s_640_fp16.engine,research/object/26n/distilled_quantized_input/FP16/640/26n_DS3_from_26s_640_fp16.engine_benchmark.json,0.922335,0.664786,0.957598,0.897119,94.40,10.59,23.52,15.14,4.36,7.38,48.83,,,,,,,,,
26n_DS3_from_26x_640_fp16.engine,research/object/26n/distilled_quantized_input/FP16/640/26n_DS3_from_26x_640_fp16.engine_benchmark.json,0.922600,0.679738,0.945366,0.907814,94.08,10.63,23.63,15.17,4.37,7.38,48.83,,,,,,,,,
26n_DS3_from_26l_768_fp16.engine,research/object/26n/distilled_quantized_input/FP16/768/26n_DS3_from_26l_768_fp16.engine_benchmark.json,0.942682,0.707938,0.985760,0.917512,59.75,16.74,25.32,14.63,4.39,7.56,49.29,,,,,,,,,
26n_DS3_from_26m_768_fp16.engine,research/object/26n/distilled_quantized_input/FP16/768/26n_DS3_from_26m_768_fp16.engine_benchmark.json,0.943152,0.727353,0.986049,0.924999,59.61,16.78,23.04,14.55,4.37,7.57,48.98,,,,,,,,,
26n_DS3_from_26s_768_fp16.engine,research/object/26n/distilled_quantized_input/FP16/768/26n_DS3_from_26s_768_fp16.engine_benchmark.json,0.942168,0.734284,0.983679,0.922656,60.20,16.61,23.78,14.63,4.37,7.57,49.16,,,,,,,,,
26n_DS3_from_26x_768_fp16.engine,research/object/26n/distilled_quantized_input/FP16/768/26n_DS3_from_26x_768_fp16.engine_benchmark.json,0.942877,0.733371,0.978318,0.937071,59.98,16.67,26.20,14.66,4.38,7.57,49.89,,,,,,,,,
26n_DS3_from_26l_960_fp16.engine,research/object/26n/distilled_quantized_input/FP16/960/26n_DS3_from_26l_960_fp16.engine_benchmark.json,0.942868,0.775924,0.991602,0.936304,44.76,22.34,28.22,13.53,4.36,8.25,50.51,,,,,,,,,
26n_DS3_from_26m_960_fp16.engine,research/object/26n/distilled_quantized_input/FP16/960/26n_DS3_from_26m_960_fp16.engine_benchmark.json,0.943020,0.792729,0.990078,0.936574,44.54,22.45,25.62,13.55,4.36,8.26,49.82,,,,,,,,,
26n_DS3_from_26s_960_fp16.engine,research/object/26n/distilled_quantized_input/FP16/960/26n_DS3_from_26s_960_fp16.engine_benchmark.json,0.942897,0.808707,0.991909,0.932463,44.70,22.37,30.34,15.35,4.40,8.38,50.81,,,,,,,,,
26n_DS3_from_26x_960_fp16.engine,research/object/26n/distilled_quantized_input/FP16/960/26n_DS3_from_26x_960_fp16.engine_benchmark.json,0.941982,0.794919,0.980411,0.933748,44.78,22.33,27.87,17.11,4.40,8.48,50.74,,,,,,,,,
26s_DS3_from_26l_640_fp16.engine,research/object/26s/distilled_quantized_input/FP16/640/26s_DS3_from_26l_640_fp16.engine_benchmark.json,0.944089,0.744201,0.978988,0.934131,73.29,13.64,33.98,13.35,4.38,8.70,51.32,,,,,,,,,
26s_DS3_from_26m_640_fp16.engine,research/object/26s/distilled_quantized_input/FP16/640/26s_DS3_from_26m_640_fp16.engine_benchmark.json,0.951768,0.767356,0.969033,0.934256,74.50,13.42,32.82,13.29,4.38,8.71,51.07,,,,,,,,,
26s_DS3_from_26x_640_fp16.engine,research/object/26s/distilled_quantized_input/FP16/640/26s_DS3_from_26x_640_fp16.engine_benchmark.json,0.944850,0.742251,0.973280,0.934628,73.20,13.66,32.39,13.33,4.38,8.69,52.71,,,,,,,,,
26s_DS3_from_26l_768_fp16.engine,research/object/26s/distilled_quantized_input/FP16/768/26s_DS3_from_26l_768_fp16.engine_benchmark.json,0.953170,0.796183,0.994691,0.939202,47.89,20.88,36.29,12.75,4.38,9.05,51.95,,,,,,,,,
26s_DS3_from_26m_768_fp16.engine,research/object/26s/distilled_quantized_input/FP16/768/26s_DS3_from_26m_768_fp16.engine_benchmark.json,0.963441,0.812361,0.990387,0.948937,47.82,20.91,36.24,12.77,4.38,9.04,51.95,,,,,,,,,
26s_DS3_from_26x_768_fp16.engine,research/object/26s/distilled_quantized_input/FP16/768/26s_DS3_from_26x_768_fp16.engine_benchmark.json,0.960920,0.801319,0.991512,0.935471,47.90,20.88,30.83,12.77,4.39,9.05,52.44,,,,,,,,,
26s_DS3_from_26l_960_fp16.engine,research/object/26s/distilled_quantized_input/FP16/960/26s_DS3_from_26l_960_fp16.engine_benchmark.json,0.975880,0.865188,0.984153,0.970045,35.01,28.56,38.97,11.38,4.31,10.06,52.76,,,,,,,,,
26s_DS3_from_26m_960_fp16.engine,research/object/26s/distilled_quantized_input/FP16/960/26s_DS3_from_26m_960_fp16.engine_benchmark.json,0.978163,0.871384,0.987953,0.970509,34.76,28.77,40.15,11.43,4.39,10.00,53.48,,,,,,,,,
26s_DS3_from_26x_960_fp16.engine,research/object/26s/distilled_quantized_input/FP16/960/26s_DS3_from_26x_960_fp16.engine_benchmark.json,0.965502,0.862729,0.981110,0.953471,34.73,28.80,36.25,11.45,4.32,9.99,53.42,,,,,,,,,
11n_pose_from_11l_640_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11l_640_fp16.engine_benchmark.json,0.995000,0.901630,0.998162,1.000000,50.71,19.72,39.85,12.03,4.23,7.75,49.26,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11l_640_fp16_engine_validation2.json,0.995000,0.889702,0.999154,1.000000
11n_pose_from_11m_640_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11m_640_fp16.engine_benchmark.json,0.995000,0.914857,0.998124,1.000000,48.94,20.43,42.41,11.67,4.23,7.69,49.09,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11m_640_fp16_engine_validation2.json,0.995000,0.908360,0.999137,1.000000
11n_pose_from_11s_640_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11s_640_fp16.engine_benchmark.json,0.995000,0.908850,0.998127,1.000000,50.14,19.94,41.45,11.84,4.23,7.76,50.24,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11s_640_fp16_engine_validation2.json,0.995000,0.895527,0.999138,1.000000
11n_pose_from_11x_640_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11x_640_fp16.engine_benchmark.json,0.995000,0.928276,0.998082,1.000000,49.63,20.15,43.16,11.97,4.25,7.72,49.36,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/640/11n_pose_from_11x_640_fp16_engine_validation2.json,0.995000,0.914946,0.999118,1.000000
11n_pose_from_11l_768_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11l_768_fp16.engine_benchmark.json,0.995000,0.940827,0.998185,1.000000,32.27,30.99,47.77,10.63,4.24,8.05,49.89,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11l_768_fp16_engine_validation2.json,0.995000,0.939427,0.999171,1.000000
11n_pose_from_11m_768_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11m_768_fp16.engine_benchmark.json,0.995000,0.931675,0.998137,1.000000,30.97,32.29,48.30,10.43,4.24,7.97,49.85,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11m_768_fp16_engine_validation2.json,0.995000,0.922220,0.999143,1.000000
11n_pose_from_11s_768_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11s_768_fp16.engine_benchmark.json,0.995000,0.952564,0.998172,1.000000,31.63,31.61,47.85,10.58,4.23,8.02,49.88,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11s_768_fp16_engine_validation2.json,0.995000,0.929645,0.999158,1.000000
11n_pose_from_11x_768_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11x_768_fp16.engine_benchmark.json,0.995000,0.958159,0.998155,1.000000,31.74,31.50,46.45,10.51,4.23,8.02,49.89,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/768/11n_pose_from_11x_768_fp16_engine_validation2.json,0.995000,0.935652,0.999151,1.000000
11n_pose_from_11l_960_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11l_960_fp16.engine_benchmark.json,0.995000,0.952239,0.998168,1.000000,19.29,51.84,57.50,7.98,4.38,8.59,51.18,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11l_960_fp16_engine_validation2.json,0.995000,0.947683,0.999159,1.000000
11n_pose_from_11m_960_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11m_960_fp16.engine_benchmark.json,0.995000,0.922824,0.998140,1.000000,18.42,54.29,61.09,7.60,4.38,8.48,51.16,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11m_960_fp16_engine_validation2.json,0.995000,0.911379,0.999126,1.000000
11n_pose_from_11s_960_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11s_960_fp16.engine_benchmark.json,0.995000,0.955261,0.998180,1.000000,18.80,53.18,59.02,7.73,4.38,8.54,51.61,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11s_960_fp16_engine_validation2.json,0.995000,0.953640,0.999152,1.000000
11n_pose_from_11x_960_fp16.engine,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11x_960_fp16.engine_benchmark.json,0.995000,0.950924,0.998104,1.000000,18.76,53.31,62.96,7.71,4.38,8.53,51.15,,,,,research/pose/11n-pose/distilled_quantized_input/FP16/960/11n_pose_from_11x_960_fp16_engine_validation2.json,0.995000,0.946576,0.999118,1.000000
11s_pose_from_11l_640_fp16.engine,research/pose/11s-pose/distilled_quantized_input/FP16/640/11s_pose_from_11l_640_fp16.engine_benchmark.json,0.995000,0.919678,0.998119,1.000000,39.76,25.15,53.25,10.32,4.24,8.42,50.54,,,,,research/pose/11s-pose/distilled_quantized_input/FP16/640/11s_pose_from_11l_640_fp16_engine_validation2.json,0.995000,0.924257,0.999199,1.000000
11s_pose_from_11m_640_fp16.engine,research/pose/11s-pose/distilled_quantized_input/FP16/640/11s_pose_from_11m_640_fp16.engine_benchmark.json,0.995000,0.942758,0.998160,1.000000,40.50,24.69,47.99,10.37,4.24,8.48,50.93,,,,,research/pose/11s-pose/distilled_quantized_input/FP16/640/11s_pose_from_11m_640_fp16_engine_validation2.json,0.995000,0.933204,0.999183,1.000000
11s_pose_from_11l_768_fp16.engine,research/pose/11s-pose/distilled_quantized_input/FP16/768/11s_pose_from_11l_768_fp16.engine_benchmark.json,0.995000,0.961579,0.998169,1.000000,25.91,38.60,55.89,9.06,4.25,8.74,50.83,,,,,research/pose/11s-pose/distilled_quantized_input/FP16/768/11s_pose_from_11l_768_fp16_engine_validation2.json,0.995000,0.951630,0.999166,1.000000
11s_pose_from_11m_768_fp16.engine,research/pose/11s-pose/distilled_quantized_input/FP16/768/11s_pose_from_11m_768_fp16.engine_benchmark.json,0.995000,0.982452,0.998164,1.000000,26.14,38.26,55.74,9.18,4.22,8.78,51.12,,,,,research/pose/11s-pose/distilled_quantized_input/FP16/768/11s_pose_from_11m_768_fp16_engine_validation2.json,0.995000,0.970438,0.999195,1.000000
11s_pose_from_11l_960_fp16.engine,research/pose/11s-pose/distilled_quantized_input/FP16/960/11s_pose_from_11l_960_fp16.engine_benchmark.json,0.995000,0.960489,0.998031,1.000000,15.26,65.53,67.18,6.48,4.30,9.12,52.23,,,,,research/pose/11s-pose/distilled_quantized_input/FP16/960/11s_pose_from_11l_960_fp16_engine_validation2.json,0.995000,0.961209,0.999106,1.000000
11s_pose_from_11m_960_fp16.engine,research/pose/11s-pose/distilled_quantized_input/FP16/960/11s_pose_from_11m_960_fp16.engine_benchmark.json,0.995000,0.964138,0.998155,1.000000,15.50,64.54,68.43,6.62,4.31,9.16,52.07,,,,,research/pose/11s-pose/distilled_quantized_input/FP16/960/11s_pose_from_11m_960_fp16_engine_validation2.json,0.995000,0.962132,0.999095,1.000000
26m_pose_from_26l_640_fp16.engine,research/pose/26m-pose/distilled_quantized_input/FP16/640/26m_pose_from_26l_640_fp16.engine_benchmark.json,0.959431,0.641469,0.868847,0.946676,46.42,21.54,45.44,10.15,4.20,11.23,52.78,,,,,research/pose/26m-pose/distilled_quantized_input/FP16/640/26m_pose_from_26l_640_fp16_engine_validation2.json,0.940869,0.630984,0.799306,0.963598
26m_pose_from_26x_640_fp16.engine,research/pose/26m-pose/distilled_quantized_input/FP16/640/26m_pose_from_26x_640_fp16.engine_benchmark.json,0.992586,0.702217,0.959330,1.000000,46.59,21.47,50.53,10.16,4.20,11.23,54.35,,,,,research/pose/26m-pose/distilled_quantized_input/FP16/640/26m_pose_from_26x_640_fp16_engine_validation2.json,0.980777,0.704153,0.936769,0.955851
26m_pose_from_26l_768_fp16.engine,research/pose/26m-pose/distilled_quantized_input/FP16/768/26m_pose_from_26l_768_fp16.engine_benchmark.json,0.991250,0.775924,1.000000,0.951372,31.44,31.81,54.45,9.54,4.21,11.63,55.08,,,,,research/pose/26m-pose/distilled_quantized_input/FP16/768/26m_pose_from_26l_768_fp16_engine_validation2.json,0.973707,0.772732,0.893506,0.947334
26m_pose_from_26x_768_fp16.engine,research/pose/26m-pose/distilled_quantized_input/FP16/768/26m_pose_from_26x_768_fp16.engine_benchmark.json,0.968459,0.777987,0.960089,0.892857,31.44,31.81,40.15,9.54,4.21,11.62,55.16,,,,,research/pose/26m-pose/distilled_quantized_input/FP16/768/26m_pose_from_26x_768_fp16_engine_validation2.json,0.977424,0.777290,0.965379,0.899547
26m_pose_from_26l_960_fp16.engine,research/pose/26m-pose/distilled_quantized_input/FP16/960/26m_pose_from_26l_960_fp16.engine_benchmark.json,0.982556,0.805417,0.928441,1.000000,21.88,45.70,62.96,8.13,4.36,12.86,55.44,,,,,research/pose/26m-pose/distilled_quantized_input/FP16/960/26m_pose_from_26l_960_fp16_engine_validation2.json,0.982912,0.804068,0.952124,0.962355
26m_pose_from_26x_960_fp16.engine,research/pose/26m-pose/distilled_quantized_input/FP16/960/26m_pose_from_26x_960_fp16.engine_benchmark.json,0.940663,0.777871,0.885157,0.825958,21.92,45.63,60.73,8.07,4.36,12.83,57.04,,,,,research/pose/26m-pose/distilled_quantized_input/FP16/960/26m_pose_from_26x_960_fp16_engine_validation2.json,0.942329,0.746988,0.831045,0.872704
26n_pose_from_26l_640_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26l_640_fp16.engine_benchmark.json,0.991552,0.980997,0.965490,0.999219,86.53,11.56,27.82,14.46,4.21,7.85,49.55,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26l_640_fp16_engine_validation2.json,0.994048,0.989629,0.983123,1.000000
26n_pose_from_26m_640_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26m_640_fp16.engine_benchmark.json,0.993000,0.981067,0.998714,0.964286,85.33,11.72,25.24,14.52,4.22,7.83,50.87,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26m_640_fp16_engine_validation2.json,0.994071,0.986970,0.982209,0.983871
26n_pose_from_26s_640_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26s_640_fp16.engine_benchmark.json,0.995000,0.982416,0.998076,1.000000,85.27,11.73,26.31,14.41,4.20,7.85,49.17,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26s_640_fp16_engine_validation2.json,0.995000,0.986736,1.000000,0.999876
26n_pose_from_26x_640_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26x_640_fp16.engine_benchmark.json,0.995000,0.979506,0.997050,1.000000,85.18,11.74,26.83,14.55,4.24,7.82,49.03,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/640/26n_pose_from_26x_640_fp16_engine_validation2.json,0.994841,0.984022,0.982755,1.000000
26n_pose_from_26l_768_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26l_768_fp16.engine_benchmark.json,0.993966,0.989036,1.000000,0.961366,54.90,18.22,25.97,13.99,4.23,8.02,49.77,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26l_768_fp16_engine_validation2.json,0.993931,0.990081,1.000000,0.966423
26n_pose_from_26m_768_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26m_768_fp16.engine_benchmark.json,0.995000,0.989729,0.997613,1.000000,55.37,18.06,25.67,13.91,4.23,8.04,49.44,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26m_768_fp16_engine_validation2.json,0.995000,0.986499,0.995013,1.000000
26n_pose_from_26s_768_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26s_768_fp16.engine_benchmark.json,0.995000,0.991950,0.995333,1.000000,54.87,18.23,27.34,13.97,4.22,8.04,49.63,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26s_768_fp16_engine_validation2.json,0.995000,0.992435,0.997852,1.000000
26n_pose_from_26x_768_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26x_768_fp16.engine_benchmark.json,0.995000,0.995000,0.995406,1.000000,54.72,18.27,29.29,13.95,4.21,8.07,49.75,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/768/26n_pose_from_26x_768_fp16_engine_validation2.json,0.995000,0.993454,1.000000,0.996435
26n_pose_from_26l_960_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26l_960_fp16.engine_benchmark.json,0.993966,0.983296,0.962751,1.000000,40.55,24.66,35.89,12.77,4.37,8.83,51.26,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26l_960_fp16_engine_validation2.json,0.994841,0.978312,0.983092,1.000000
26n_pose_from_26m_960_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26m_960_fp16.engine_benchmark.json,0.995000,0.985644,1.000000,0.996248,40.49,24.70,32.29,12.81,4.39,8.86,51.41,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26m_960_fp16_engine_validation2.json,0.993571,0.986437,0.984100,0.998305
26n_pose_from_26s_960_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26s_960_fp16.engine_benchmark.json,0.993966,0.991052,0.964034,1.000000,40.72,24.56,32.57,12.78,4.37,8.86,51.36,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26s_960_fp16_engine_validation2.json,0.993740,0.988178,0.968203,0.982251
26n_pose_from_26x_960_fp16.engine,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26x_960_fp16.engine_benchmark.json,0.995000,0.983463,0.997636,1.000000,40.50,24.69,36.80,12.78,4.37,8.84,52.37,,,,,research/pose/26n-pose/distilled_quantized_input/FP16/960/26n_pose_from_26x_960_fp16_engine_validation2.json,0.995000,0.986651,1.000000,0.997965
26s_pose_from_26l_640_fp16.engine,research/pose/26s-pose/distilled_quantized_input/FP16/640/26s_pose_from_26l_640_fp16.engine_benchmark.json,0.974393,0.871333,0.869695,1.000000,67.43,14.83,36.15,12.76,4.21,9.07,53.15,,,,,research/pose/26s-pose/distilled_quantized_input/FP16/640/26s_pose_from_26l_640_fp16_engine_validation2.json,0.983625,0.885965,0.882534,1.000000
26s_pose_from_26m_640_fp16.engine,research/pose/26s-pose/distilled_quantized_input/FP16/640/26s_pose_from_26m_640_fp16.engine_benchmark.json,0.990500,0.911279,0.943842,0.964286,67.28,14.86,35.61,12.82,4.22,9.11,51.57,,,,,research/pose/26s-pose/distilled_quantized_input/FP16/640/26s_pose_from_26m_640_fp16_engine_validation2.json,0.959554,0.867473,0.891909,0.967742
26s_pose_from_26x_640_fp16.engine,research/pose/26s-pose/distilled_quantized_input/FP16/640/26s_pose_from_26x_640_fp16.engine_benchmark.json,0.938754,0.866837,0.882928,0.808373,67.62,14.79,35.41,12.77,4.22,9.12,51.78,,,,,research/pose/26s-pose/distilled_quantized_input/FP16/640/26s_pose_from_26x_640_fp16_engine_validation2.json,0.932407,0.839567,0.892305,0.801878
26s_pose_from_26l_768_fp16.engine,research/pose/26s-pose/distilled_quantized_input/FP16/768/26s_pose_from_26l_768_fp16.engine_benchmark.json,0.995000,0.936045,1.000000,0.990649,44.22,22.62,37.68,12.22,4.22,9.46,52.02,,,,,research/pose/26s-pose/distilled_quantized_input/FP16/768/26s_pose_from_26l_768_fp16_engine_validation2.json,0.992342,0.919445,1.000000,0.953782
